Genomas	Nicho
2507262023	Mamifero
8071039859	Mamifero
2870319472	Mamifero
2582580894	Mamifero
8052576720	Mamifero
2579779106	Mamifero
2558860918	Mamifero
2888834351	Mamifero
2740892084	Mamifero
8034925566	Mamifero
2913042868	Mamifero
640753042	Mamifero
2684622816	Mamifero
2579778594	Mamifero
8072921425	Mamifero
2571042900	Mamifero
2740892078	Mamifero
2579778843	Mamifero
8072903625	Mamifero
2700989443	Mamifero
2740892100	Mamifero
2636416113	Mamifero
2645727917	Mamifero
2667527556	Mamifero
2740892088	Mamifero
2558309120	Mamifero
2510461027	Mamifero
2917007969	Mamifero
2579778731	Mamifero
8072933303	Mamifero
2917014336	Mamifero
2917159879	Mamifero
2571042674	Mamifero
2740892008	Mamifero
2510461034	Mamifero
2684622813	Mamifero
2571042396	Mamifero
8072026675	Mamifero
2615840573	Mamifero
2740892074	Mamifero
8010936934	Mamifero
2917020544	Mamifero
2997905633	Mamifero
2912947955	Mamifero
2571042769	Mamifero
2660238658	Mamifero
8010805598	Mamifero
2880236299	Mamifero
2571042807	Mamifero
8070518345	Mamifero
8072939233	Mamifero
2562617129	Mamifero
2579778827	Mamifero
8072927358	Mamifero
2615840572	Mamifero
2597489934	Mamifero
639279310	Mamifero
2579778970	Mamifero
2872547706	Mamifero
2872527891	Mamifero
2684622812	Mamifero
8011375118	Mamifero
2939009017	Mamifero
2540341118	Mamifero
2585427671	Mamifero
2510461026	Mamifero
2574180297	Mamifero
3007913946	Mamifero
2945748529	Mamifero
2579778688	Mamifero
2875511363	Mamifero
2740892059	Mamifero
2582580985	Mamifero
2579778799	Mamifero
8052588441	Mamifero
8071663206	Mamifero
8073265372	Mamifero
2740892064	Mamifero
2740892094	Mamifero
2971988523	Mamifero
2545824568	Mamifero
2718218240	Mamifero
2582580921	Mamifero
2511231165	Mamifero
8034984327	Mamifero
2912991218	Mamifero
2700989442	Mamifero
2600255231	Mamifero
8073366120	Mamifero
2740892098	Mamifero
2740892068	Mamifero
2747842401	Mamifero
8070898958	Mamifero
2888714733	Mamifero
2980637031	Mamifero
2579778897	Mamifero
2579779057	Mamifero
2630968464	Mamifero
2507262022	Mamifero
2962440203	Mamifero
2541047093	Mamifero
2548876757	Mamifero
2962482898	Mamifero
8071315707	Mamifero
2870682680	Mamifero
2718217999	Mamifero
2579779059	Mamifero
2718218368	Mamifero
2609459975	Mamifero
2513237259	Mamifero
2579779064	Mamifero
2571042625	Mamifero
638341159	Mamifero
2574180006	Mamifero
2740892071	Mamifero
3007831441	Mamifero
2925757866	Mamifero
2721755813	Mamifero
2568526712	Mamifero
2886123723	Mamifero
2568526595	Mamifero
8072909568	Mamifero
8034990243	Mamifero
2718218426	Mamifero
2740892052	Mamifero
2562617103	Mamifero
8070880674	Mamifero
2965948323	Mamifero
2740892081	Mamifero
647000299	Mamifero
8070806090	Mamifero
2740892057	Mamifero
2576861056	Mamifero
2740892065	Mamifero
2740892095	Mamifero
8035117119	Mamifero
2684622809	Mamifero
2925770375	Mamifero
2814123150	Mamifero
8078389824	Mamifero
2582580978	Mamifero
2579778585	Mamifero
2574179807	Mamifero
2540341042	Mamifero
2888747990	Mamifero
2687453452	Mamifero
2925725116	Mamifero
2888774381	Mamifero
2579778912	Mamifero
2938971090	Mamifero
2740892056	Mamifero
638341158	Mamifero
2558860368	Mamifero
2510461035	Mamifero
8052504915	Mamifero
2965866733	Mamifero
8019210510	Mamifero
2913685979	Mamifero
2571042179	Mamifero
2505313002	Mamifero
2740892075	Mamifero
2579778766	Mamifero
8071988263	Mamifero
2579778987	Mamifero
2880217452	Mamifero
2886163833	Mamifero
2579778972	Mamifero
2660238266	Mamifero
2684622810	Mamifero
2506210030	Mamifero
2574180171	Mamifero
2888840921	Mamifero
8072862846	Mamifero
2510461029	Mamifero
8073951608	Mamifero
638341161	Mamifero
2579778907	Mamifero
2860861301	Mamifero
2718218206	Mamifero
2740892053	Mamifero
2582580928	Mamifero
2501846300	Mamifero
8010918541	Mamifero
2579779110	Mamifero
2571042854	Mamifero
2860873299	Mamifero
2579779074	Mamifero
8072885693	Mamifero
8035111415	Mamifero
2888708159	Mamifero
8072711177	Mamifero
2888814756	Mamifero
2877806665	Mamifero
2870695665	Mamifero
2558309081	Mamifero
2923159863	Mamifero
2556921620	Mamifero
2740892091	Mamifero
8052570420	Mamifero
2740892061	Mamifero
2718218427	Mamifero
3007351439	Mamifero
2521172712	Mamifero
8073316932	Mamifero
2740892085	Mamifero
3007584346	Mamifero
2897148565	Mamifero
2718218242	Mamifero
8070524494	Mamifero
8071656884	Mamifero
8010905819	Mamifero
2700989440	Mamifero
2501799902	Mamifero
2870654421	Mamifero
2888761234	Mamifero
8010962061	Mamifero
2582580910	Mamifero
2980630318	Mamifero
2579778586	Mamifero
2870331525	Mamifero
2880199838	Mamifero
2579779132	Mamifero
2872520801	Mamifero
2551306150	Mamifero
2579778655	Mamifero
2700989386	Mamifero
2576861022	Mamifero
8070886601	Mamifero
2574180134	Mamifero
2516493000	Mamifero
2740892066	Mamifero
2740892096	Mamifero
8054578176	Mamifero
2579778756	Mamifero
2740892077	Mamifero
2740892082	Mamifero
2849868053	Mamifero
2579778953	Mamifero
8072068304	Mamifero
8072874739	Mamifero
2872541219	Mamifero
2671181014	Mamifero
2571042242	Mamifero
2571042318	Mamifero
2529292742	Mamifero
2721755680	Mamifero
8010949564	Mamifero
2510461032	Mamifero
2663762781	Mamifero
2571042646	Mamifero
2998126475	Mamifero
2510461028	Mamifero
2897166605	Mamifero
2740892087	Mamifero
2986571865	Mamifero
2505313005	Mamifero
2740892072	Mamifero
8035105186	Mamifero
8035122713	Mamifero
8010818344	Mamifero
2571042745	Mamifero
2913679597	Mamifero
8070549072	Mamifero
2740892063	Mamifero
2740892093	Mamifero
2728369622	Mamifero
2740892101	Mamifero
2965923110	Mamifero
2582580883	Mamifero
2920940081	Mamifero
649989990	Mamifero
2888854291	Mamifero
2718218241	Mamifero
8052534182	Mamifero
2740892086	Mamifero
2971983186	Mamifero
2568526079	Mamifero
2721755590	Mamifero
2740892092	Mamifero
2888754656	Mamifero
2740892062	Mamifero
8019198071	Mamifero
2913016525	Mamifero
2872534562	Mamifero
2998231966	Mamifero
2681812807	Mamifero
2551306212	Mamifero
2740892073	Mamifero
2721755811	Mamifero
8071669167	Mamifero
2913673089	Mamifero
2988769988	Mamifero
2912974694	Mamifero
2747842400	Mamifero
643348568	Mamifero
2579778711	Mamifero
2529292743	Mamifero
2684622814	Mamifero
2579778687	Mamifero
2585427680	Mamifero
2718217881	Mamifero
8079031769	Mamifero
8072868824	Mamifero
2579778739	Mamifero
2870338240	Mamifero
2740892083	Mamifero
2571042676	Mamifero
8070536484	Mamifero
8072891659	Mamifero
2574180151	Mamifero
2507262024	Mamifero
2574180126	Mamifero
2639762801	Mamifero
8070542911	Mamifero
8035128882	Mamifero
2554235224	Mamifero
2571042775	Mamifero
2700989444	Mamifero
2740892076	Mamifero
2630968626	Mamifero
2872559933	Mamifero
8010799094	Mamifero
2579778868	Mamifero
2663763067	Mamifero
8011023758	Mamifero
2519103093	Mamifero
8011187786	Mamifero
2510461036	Mamifero
2740892055	Mamifero
2740892067	Mamifero
2740892097	Mamifero
2684623235	Mamifero
2788499855	Mamifero
2886142980	Mamifero
2568526011	Mamifero
2886136146	Mamifero
2667527847	Mamifero
2609459787	Mamifero
2636415941	Mamifero
2744054677	Mamifero
2724679038	Mamifero
2980643513	Mamifero
2724679067	Mamifero
8052546233	Mamifero
2695420356	Mamifero
2908429345	Mamifero
2724679101	Mamifero
8071801242	Mamifero
2724679066	Mamifero
2687453218	Mamifero
2700989384	Mamifero
8052564626	Mamifero
2965929610	Mamifero
2744054530	Mamifero
2700989388	Mamifero
2687453536	Mamifero
2675903518	Mamifero
8010830596	Mamifero
2744054678	Mamifero
2660238384	Mamifero
2724679032	Mamifero
2700989385	Mamifero
2897178995	Mamifero
2690316016	Mamifero
2897142147	Mamifero
8052551949	Mamifero
2912953232	Mamifero
2681813132	Mamifero
2724679180	Mamifero
2724679100	Mamifero
2728369079	Mamifero
2728368930	Mamifero
2671181129	Mamifero
2965903435	Mamifero
2897172664	Mamifero
2663763191	Mamifero
2775507207	Mamifero
2524614586	Planta
2728369042	Planta
2728368928	Planta
2563367035	Planta
2852612431	Planta
2969252327	Planta
2511231015	Planta
8044184997	Planta
2512047018	Planta
2938996655	Planta
2563366523	Planta
8044759537	Planta
2599185166	Planta
8052295420	Planta
2852657418	Planta
2806310737	Planta
2516653056	Planta
8054929484	Planta
2721755607	Planta
2872554397	Planta
3007252601	Planta
8035502549	Planta
8011350971	Planta
2870350189	Planta
2962501950	Planta
2980661746	Planta
2599185182	Planta
2842815866	Planta
2728368932	Planta
2505313048	Planta
2599185302	Planta
2885994973	Planta
2548876749	Planta
8044778903	Planta
648276718	Planta
2808606373	Planta
2998238523	Planta
8044142683	Planta
8035304219	Planta
3007855910	Planta
2599185317	Planta
2912963787	Planta
8078878518	Planta
2531839182	Planta
8044517297	Planta
2757320527	Planta
2506783058	Planta
2671180035	Planta
2980624079	Planta
2511231021	Planta
8056120720	Planta
8044017592	Planta
2986565909	Planta
2904518522	Planta
2788499839	Planta
2599185323	Planta
8035515336	Planta
8044087644	Planta
8044932364	Planta
2966791590	Planta
2627854246	Planta
2965885166	Planta
2919481497	Planta
2908435785	Planta
2713897318	Planta
2599185248	Planta
8044464241	Planta
2842805378	Planta
2505313044	Planta
2513237054	Planta
2757320522	Planta
2579778744	Planta
8056148874	Planta
3007320457	Planta
8044611020	Planta
2563367054	Planta
2826581358	Planta
2927248576	Planta
2962495622	Planta
2599185312	Planta
2563366526	Planta
2599185163	Planta
2511231183	Planta
2908476142	Planta
2972001829	Planta
2923519811	Planta
2600254931	Planta
2808606376	Planta
2962490117	Planta
8044552189	Planta
8029995093	Planta
2889211301	Planta
2823421272	Planta
2757320538	Planta
2738543021	Planta
2728368924	Planta
2912985638	Planta
8045104446	Planta
2713897314	Planta
2882114799	Planta
2738541282	Planta
2875524635	Planta
2585427642	Planta
2984238430	Planta
2935353572	Planta
8056143049	Planta
8043912976	Planta
8044753769	Planta
2773857673	Planta
2939794325	Planta
2738543015	Planta
8044481823	Planta
2818991456	Planta
2643221589	Planta
2600255313	Planta
2713897227	Planta
2531839710	Planta
2972039337	Planta
2808606383	Planta
648276717	Planta
2585427683	Planta
8044001588	Planta
2599185307	Planta
8044223673	Planta
8043974589	Planta
8044179749	Planta
3007783779	Planta
2718217725	Planta
2980589523	Planta
2870326082	Planta
2919501602	Planta
8045147517	Planta
2842849001	Planta
8034888084	Planta
2917070673	Planta
2844665904	Planta
2808606382	Planta
2728368918	Planta
2882904839	Planta
2990149792	Planta
3007511990	Planta
2808606377	Planta
2713897148	Planta
2757320447	Planta
2939636861	Planta
2773857672	Planta
2506783019	Planta
2597489888	Planta
2506783031	Planta
3007675902	Planta
2946027586	Planta
2988728565	Planta
8035396741	Planta
8045085950	Planta
8043935465	Planta
2600254954	Planta
2667528176	Planta
2599185306	Planta
2754412491	Planta
2713897226	Planta
2757320413	Planta
2889254924	Planta
2998139840	Planta
2687453431	Planta
2599185288	Planta
2931369376	Planta
2599185186	Planta
2997896752	Planta
8054271241	Planta
2599185162	Planta
2599185313	Planta
2643221805	Planta
2885820151	Planta
2526164786	Planta
2563367040	Planta
8045061443	Planta
2516653052	Planta
637000223	Planta
2926063275	Planta
2505313050	Planta
2511231011	Planta
2757320523	Planta
8056166840	Planta
648276719	Planta
2718217915	Planta
8044201132	Planta
2923140608	Planta
2599185322	Planta
8035006710	Planta
8044153205	Planta
2757320438	Planta
8035200514	Planta
8035068365	Planta
8044367276	Planta
2889230251	Planta
8044899077	Planta
8035521837	Planta
8052271239	Planta
8044247592	Planta
2524614587	Planta
8044523021	Planta
8044875748	Planta
8044846326	Planta
2516653057	Planta
8052283494	Planta
2599185167	Planta
2599185155	Planta
8044071590	Planta
2791355604	Planta
2579778699	Planta
2738543025	Planta
8034962539	Planta
8035040114	Planta
2510065053	Planta
8044301631	Planta
2599185303	Planta
8086947143	Planta
2842854478	Planta
2913608834	Planta
2842826826	Planta
2980595064	Planta
2740892503	Planta
8077226032	Planta
2599185316	Planta
2563366522	Planta
8044055473	Planta
8035285267	Planta
2518285516	Planta
2974298342	Planta
2512564081	Planta
8044384437	Planta
3007803356	Planta
3007315729	Planta
2599185325	Planta
2523533564	Planta
2988751709	Planta
8045067033	Planta
2738541265	Planta
2585428046	Planta
8035534693	Planta
2908404578	Planta
3007273422	Planta
8045196147	Planta
8056131705	Planta
2738543016	Planta
2965954475	Planta
2875518283	Planta
8015687852	Planta
8045408413	Planta
3007861166	Planta
2997917752	Planta
2554235296	Planta
2505313060	Planta
642979329	Planta
3007333252	Planta
2919155634	Planta
8044307382	Planta
2524614661	Planta
8044599594	Planta
2585427641	Planta
2713896793	Planta
2757320530	Planta
2511231156	Planta
2908379859	Planta
8054265113	Planta
3007395558	Planta
2886022041	Planta
2541047480	Planta
2757320411	Planta
8052277757	Planta
2757320439	Planta
2554235217	Planta
2981279711	Planta
2511231006	Planta
2617270755	Planta
2875493475	Planta
2864694781	Planta
8079075367	Planta
8044066198	Planta
2738541309	Planta
8044493532	Planta
2864688501	Planta
2917832318	Planta
2599185311	Planta
2508501073	Planta
2563366525	Planta
2823131658	Planta
2511231013	Planta
2563367221	Planta
8045141154	Planta
2563367033	Planta
2728368920	Planta
2643221484	Planta
8056085597	Planta
8056161164	Planta
2808606385	Planta
2972026387	Planta
2563366746	Planta
2599185289	Planta
2511231022	Planta
2599185290	Planta
8044195959	Planta
2808606361	Planta
2880230671	Planta
2563367050	Planta
2823119164	Planta
2842832357	Planta
8044766207	Planta
8044414088	Planta
2700989542	Planta
2505313040	Planta
2925738233	Planta
2548876750	Planta
2939651529	Planta
8043985023	Planta
2791355520	Planta
2860339153	Planta
8052494512	Planta
2826457424	Planta
2597489907	Planta
8044892963	Planta
2728368931	Planta
8043969302	Planta
2667528171	Planta
2599185181	Planta
2554235132	Planta
2728368919	Planta
2852667396	Planta
3007614139	Planta
3007882238	Planta
2508501055	Planta
2713897149	Planta
2599185165	Planta
2597489890	Planta
8035560176	Planta
2998174104	Planta
2738541271	Planta
2597489889	Planta
8044076935	Planta
8056125926	Planta
2511231016	Planta
2512564082	Planta
8016728285	Planta
8044044784	Planta
2603880199	Planta
2757320441	Planta
2885989707	Planta
8044265720	Planta
2757320525	Planta
2990191211	Planta
2757320430	Planta
2563366521	Planta
3007866637	Planta
2599185315	Planta
3007452664	Planta
8035274597	Planta
8045055642	Planta
8044163942	Planta
2834028612	Planta
2947233263	Planta
2563366747	Planta
2969246651	Planta
2623620443	Planta
2585427645	Planta
2505313054	Planta
2882919749	Planta
2919697872	Planta
8044126327	Planta
8054329326	Planta
2511231017	Planta
8035165027	Planta
2563367037	Planta
3007718800	Planta
8055770955	Planta
2599185356	Planta
8044457465	Planta
2511231023	Planta
2913036834	Planta
8043891956	Planta
2571042598	Planta
2818991223	Planta
2599185321	Planta
2811995158	Planta
2643221650	Planta
2675903515	Planta
8035263692	Planta
2923122397	Planta
2511231012	Planta
8056137416	Planta
2889225146	Planta
8035035029	Planta
2758568605	Planta
8044605365	Planta
2767802279	Planta
2508501072	Planta
2643221892	Planta
2599185161	Planta
2599185191	Planta
2971995405	Planta
2619619299	Planta
2643221633	Planta
2551306414	Planta
2599185185	Planta
8078868008	Planta
8078862731	Planta
2510065055	Planta
8011005308	Planta
2599185305	Planta
3007635548	Planta
2931396565	Planta
2713897319	Planta
8011344256	Planta
8044475855	Planta
2767802352	Planta
2623620446	Planta
2945928738	Planta
8053319323	Planta
3007843325	Planta
2913602287	Planta
2908386141	Planta
2541047479	Planta
2561511156	Planta
8045178432	Planta
8011236415	Planta
8035045280	Planta
2713897320	Planta
2808606381	Planta
2880193276	Planta
2923153595	Planta
2505313049	Planta
2675903319	Planta
2505313058	Planta
2548876748	Planta
2767802489	Planta
2511231007	Planta
637000220	Planta
2988763754	Planta
2767802472	Planta
2728368913	Planta
2505313047	Planta
8043990553	Planta
8035547378	Planta
2917081786	Planta
649633086	Planta
2617271287	Planta
2842837860	Planta
2738543020	Planta
2671180172	Planta
2541047482	Planta
8043963962	Planta
2600254930	Planta
2585427826	Planta
2600255296	Planta
8011169934	Planta
2728368927	Planta
2919385768	Planta
8044355728	Planta
8044158529	Planta
2505313062	Planta
2505313027	Planta
2969235634	Planta
2534682061	Planta
2925704981	Planta
2506783057	Planta
2713897224	Planta
8053313329	Planta
3007887228	Planta
2757320528	Planta
2599185304	Planta
8044103722	Planta
8045092209	Planta
2713897323	Planta
2925718833	Planta
8035024720	Planta
8044033800	Planta
2599185318	Planta
2823125389	Planta
3007640623	Planta
2965935839	Planta
2728368916	Planta
2563367045	Planta
2554235341	Planta
2825651385	Planta
2505313055	Planta
2974289157	Planta
2962408733	Planta
8056155041	Planta
2788499829	Planta
2990869499	Planta
8054503363	Planta
8043907227	Planta
2548876981	Planta
2974445944	Planta
2511231019	Planta
2651869719	Planta
8035212199	Planta
2731957951	Planta
641522646	Planta
2511231031	Planta
2579778973	Planta
2582580891	Planta
2597489886	Planta
2738541303	Planta
2599185314	Planta
2643221713	Planta
8056569372	Planta
8078873266	Planta
2599185188	Planta
2556921649	Planta
8044396284	Planta
2563367052	Planta
2860867994	Planta
2606217733	Planta
2599185308	Planta
2757320524	Planta
2788499835	Planta
2505313042	Planta
2510065058	Planta
8045378026	Planta
2548876752	Planta
2713897228	Planta
2886035907	Planta
2728368922	Planta
2912941851	Planta
2980679699	Planta
8043930160	Planta
2643221942	Planta
2713897232	Planta
2919487758	Planta
2842843487	Planta
8044174444	Planta
8078883831	Planta
8043918276	Planta
2713897326	Planta
8045079578	Planta
8045135399	Planta
2511231020	Planta
2986578447	Planta
8055817908	Planta
8044082354	Planta
2681813451	Planta
2643221746	Planta
8044006961	Planta
3007872151	Planta
8045184176	Planta
2597489887	Planta
2980551598	Planta
2537561845	Planta
2930974279	Planta
2548876753	Planta
2935396963	Planta
2808606378	Planta
2599185212	Planta
8010992904	Planta
2505313043	Planta
2563367053	Planta
2984499530	Planta
2513020038	Planta
2599185164	Planta
2643221565	Planta
2990929826	Planta
3007358066	Planta
2917087625	Planta
2663762773	Planta
8035012794	Planta
2585427684	Planta
2990196909	Planta
2919063839	Planta
2703719064	Planta
2998087215	Planta
8044528701	Planta
2997912214	Planta
2980655414	Planta
8044137226	Planta
2713897313	Planta
2718218114	Planta
2558309045	Planta
8044361518	Planta
2757320432	Planta
2619619293	Planta
2599185168	Planta
2889205932	Planta
8011298463	Planta
2713897322	Planta
2506783015	Planta
648276720	Planta
2648501823	Planta
3007326796	Planta
2728368926	Planta
2609459739	Planta
2962465459	Planta
2767802492	Planta
2565956801	Planta
2713897236	Planta
2738541351	Planta
2913010382	Planta
2969270612	Planta
3007256920	Planta
2505313046	Planta
8079069389	Planta
2757320533	Planta
2548876756	Planta
2757320437	Planta
2980613144	Planta
2563366524	Planta
2609460275	Planta
8044919785	Planta
3007619802	Planta
2554235231	Planta
8044438738	Planta
8087536365	Planta
2563367056	Planta
8044408428	Planta
8043979658	Planta
8044576782	Planta
2945961074	Planta
2600255318	Planta
8011267867	Planta
2930978831	Planta
8044236088	Planta
8054347763	Planta
2599185324	Planta
2548876985	Planta
2738541294	Planta
2939025686	Planta
2974440541	Planta
2643221571	Planta
2939697726	Planta
2548876741	Planta
8056177738	Planta
2713897316	Planta
2574179842	Planta
2511231010	Planta
2505313051	Planta
3007849513	Planta
2600255283	Planta
2808606388	Planta
2506783056	Planta
2563367041	Planta
8044060831	Planta
2571042114	Planta
2811994881	Planta
2599185291	Planta
8044646782	Planta
2713897325	Planta
2823690506	Planta
8043878949	Planta
2878029506	Planta
2919456309	Planta
2721755610	Planta
2713897219	Planta
2523533547	Planta
2643221791	Planta
2548876787	Planta
8035018521	Planta
3007447017	Planta
8044588156	Planta
2718218271	Planta
2728368921	Planta
2523533534	Planta
8019769354	Planta
8055878733	Planta
2788499836	Planta
2548876751	Planta
8044023044	Planta
2505313041	Planta
2695420612	Planta
2554235138	Planta
8044564760	Planta
8044169210	Planta
2563367051	Planta
2908452937	Planta
2808606389	Planta
2643221503	Planta
2823099133	Planta
2808606445	Planta
2511231032	Planta
2919125081	Planta
2667527928	Planta
2667528170	Planta
2913615354	Planta
2599185300	Planta
2687453446	Planta
2675902957	Planta
2548876982	Planta
2923134673	Planta
8052481722	Planta
2505313056	Planta
2885984810	Planta
2713897311	Planta
2675903371	Planta
2548876746	Planta
8045396468	Planta
2728368915	Planta
2563367046	Planta
2972031963	Planta
2784132072	Planta
8044109184	Planta
2925763965	Planta
8052247002	Planta
8035029955	Planta
8044373082	Planta
2897196942	Planta
8056172158	Planta
2600255389	Planta
2908459273	Planta
2984286254	Planta
2818991464	Planta
8035175435	Planta
2534682062	Planta
2675903420	Planta
2718217914	Planta
2969350331	Planta
2929189879	Planta
2788499833	Planta
2505313061	Planta
8035206321	Planta
8044870113	Planta
8044012183	Planta
2511231024	Planta
8011338980	Planta
2531839611	Planta
3007419365	Planta
2541047481	Planta
2506783017	Planta
2565956822	Planta
3007303058	Planta
2507262033	Planta
2908446538	Planta
2784132063	Planta
2548876743	Planta
2808606379	Planta
2506783023	Planta
2505313053	Planta
8044628977	Planta
8057798959	Planta
2603880185	Planta
2563367043	Planta
2643221775	Planta
8052228714	Planta
2889235530	Planta
2969304461	Planta
2599185310	Planta
2671180658	Planta
2912969127	Planta
2599185190	Planta
8044905840	Planta
2599185160	Planta
2563366759	Planta
2998075170	Planta
2684622686	Planta
2506783055	Planta
2599185189	Planta
2563367042	Planta
2599185309	Planta
2505313052	Planta
2548877048	Planta
2981294700	Planta
2713897315	Planta
8044114646	Planta
8044912237	Planta
8045166725	Planta
2574179988	Planta
8044147929	Planta
2643221602	Planta
2931390751	Planta
2816332298	Planta
3007540782	Planta
8010998913	Planta
2773857670	Planta
2563367055	Planta
2639762509	Planta
2923115996	Planta
2505313045	Planta
2548876755	Planta
2700989494	Planta
2563367038	Planta
2765235841	Planta
2713897235	Planta
3007457755	Planta
2511231018	Planta
2808606380	Planta
2684622583	Planta
2713897321	Planta
2582581296	Planta
2599185257	Planta
8045384695	Planta
2511231004	Planta
8052234451	Planta
2962453242	Planta
8056115690	Planta
2969288848	Planta
2534681678	Planta
2823173354	Planta
2563366520	Planta
2757320431	Planta
2643221771	Planta
8035252403	Planta
8044470005	Planta
8044582446	Planta
8044840580	Planta
8010968706	Planta
3007712643	Planta
2886041690	Planta
2833650900	Planta
2946006987	Planta
2929144301	Planta
2738543004	Planta
2744054620	Planta
649989991	Planta
2757320529	Planta
8044295884	Planta
2923586266	Planta
2998145499	Planta
8035257726	Planta
2728369069	Planta
2599185319	Planta
2511231008	Planta
2806310745	Planta
2684622562	Planta
2540341095	Planta
2548876747	Planta
2508501074	Planta
2643221502	Planta
2505313057	Planta
8044028445	Planta
3007389804	Planta
8035279884	Planta
8054285046	Planta
8044772024	Planta
2511231014	Planta
2599185179	Planta
8071182561	Planta
2563367034	Planta
8054009353	Planta
2599185320	Planta
8044858379	Planta
647000301	Planta
2981948916	Planta
2984504281	Planta
8069893365	Planta
8069853593	Planta
8069931265	Planta
2508501056	Planta
2508501061	Planta
2508501065	Planta
2508501057	Planta
645951814	Planta
2508501062	Planta
2507262017	Planta
2508501063	Planta
2508501060	Planta
2537561708	Planta
2508501054	Planta
2508501058	Planta
2547132202	Planta
2507262018	Planta
2508501064	Planta
2508501059	Planta
2563366748	Planta
647000300	Planta
2505313065	Planta
2588253838	Planta
2877826310	Planta
2806311032	Planta
8087597119	Planta
8044050095	Planta
8043900492	Planta
3007285674	Planta
8011286121	Planta
3007608298	Planta
2814123167	Planta
8043947167	Planta
8076663451	Planta
8046831383	Planta
2980558259	Planta
8055151307	Planta
8044190415	Planta
8011055147	Planta
2806311009	Planta
2579778624	Planta
3007522935	Planta
3007534628	Planta
2563367036	Planta
8072423853	Planta
2563367044	Planta
2562617135	Planta
8010981081	Planta
2811995180	Planta
8087603415	Planta
8057842822	Planta
2962447044	Planta
2588253837	Planta
8011175907	Planta
2563367039	Planta
2814123168	Planta
2791355582	Planta
2880177480	Planta
2972014215	Planta
2870356601	Planta
2923128604	Planta
8044131741	Planta
8011181369	Planta
2579779090	Planta
